7736.940010,59.650072
7587.259995,59.382251
7640.010006,60.208908
7560.639994,61.002955
7557.150008,60.621553
7695.829991,57.809295
7553.380000,59.891123
7613.750000,60.704735
7643.570001,60.492327
7564.690007,59.565750
11150285.701894,1237.459302
11156290.315449,1295.741048
11144490.111978,1239.350401
11170958.464526,1262.170811
11143865.599307,1261.491615
11118551.160237,1262.089655
11163208.746538,1337.543866
11122401.463232,1282.312074
11125341.119597,1238.182195
11127230.625010,1289.614803
24668094.000000,3266.019868
24612698.000000,3161.835789
43013337.000000,4898.752804
42963736.000000,4830.093434
43016072.000000,5130.931799
66447804.000000,6994.632597
66451348.000000,6727.030588
